label,rows,mae,rmse,mape,smape
ReadyMeal,3716,4.139326835072941,6.198080067021824,27.659540330584363,25.140979202792334
Juice,735,4.108592349907187,6.034277608061774,29.043382068117555,26.25005191886608
Yogurt,8009,4.793533645340909,7.125763478188209,29.78872174050568,26.54104451100326
Milk,5167,4.987078779977351,7.233302808407281,28.62227825367483,27.952000449550628
SnackBar,4361,6.038998140269499,8.369734677763756,31.162547818945928,29.899787402246137
