label,rows,mae,rmse,mape,smape
ReadyMeal,3716,3.653936470875468,5.134843316446049,29.88816118499269,23.29761422552883
Yogurt,8009,4.296620232579934,6.12481139283161,31.720677420040616,24.787665742233457
Juice,735,3.7274205988563747,5.11595765937376,31.614352139708934,24.93812620975178
SnackBar,4361,5.51945473053661,7.691564761003396,32.74087371693663,27.185045060043368
Milk,5167,4.805322266532465,6.899676029784266,30.83057016653931,27.526785907158036
